"TIME","GEO","SEX","UNIT","Value"
"2020W04","Germany (until 1990 former territory of the FRG)","Total","Number","18 940"
"2020W04","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2020W04","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2020W04","Estonia","Total","Number","300"
"2020W04","Estonia","Males","Number","143"
"2020W04","Estonia","Females","Number","157"
"2020W04","Greece","Total","Number","2 773"
"2020W04","Greece","Males","Number","1 390"
"2020W04","Greece","Females","Number","1 383"
"2020W04","Spain","Total","Number","9 913"
"2020W04","Spain","Males","Number","5 046"
"2020W04","Spain","Females","Number","4 867"
"2020W04","France","Total","Number","12 581"
"2020W04","France","Males","Number","6 177"
"2020W04","France","Females","Number","6 404"
"2020W04","Croatia","Total","Number","1 132"
"2020W04","Croatia","Males","Number","539"
"2020W04","Croatia","Females","Number","593"
"2020W04","Italy","Total","Number","13 893"
"2020W04","Italy","Males","Number","6 668"
"2020W04","Italy","Females","Number","7 225"
"2020W04","Cyprus","Total","Number","154"
"2020W04","Cyprus","Males","Number","85"
"2020W04","Cyprus","Females","Number","69"
"2020W04","Latvia","Total","Number","553"
"2020W04","Latvia","Males","Number","272"
"2020W04","Latvia","Females","Number","281"
"2020W04","Lithuania","Total","Number","784"
"2020W04","Lithuania","Males","Number","373"
"2020W04","Lithuania","Females","Number","411"
"2020W04","Luxembourg","Total","Number","87"
"2020W04","Luxembourg","Males","Number","51"
"2020W04","Luxembourg","Females","Number","36"
"2020W04","Hungary","Total","Number","2 720"
"2020W04","Hungary","Males","Number","1 282"
"2020W04","Hungary","Females","Number","1 438"
"2020W04","Malta","Total","Number","88"
"2020W04","Malta","Males","Number","39"
"2020W04","Malta","Females","Number","49"
"2020W04","Netherlands","Total","Number","3 046"
"2020W04","Netherlands","Males","Number","1 470"
"2020W04","Netherlands","Females","Number","1 576"
"2020W04","Austria","Total","Number","1 779"
"2020W04","Austria","Males","Number","878"
"2020W04","Austria","Females","Number","901"
"2020W04","Poland","Total","Number","8 015"
"2020W04","Poland","Males","Number","4 116"
"2020W04","Poland","Females","Number","3 899"
"2020W04","Portugal","Total","Number","2 662"
"2020W04","Portugal","Males","Number","1 304"
"2020W04","Portugal","Females","Number","1 358"
"2020W04","Romania","Total","Number","5 307"
"2020W04","Romania","Males","Number","2 832"
"2020W04","Romania","Females","Number","2 475"
"2020W04","Slovenia","Total","Number","454"
"2020W04","Slovenia","Males","Number","234"
"2020W04","Slovenia","Females","Number","220"
"2020W04","Slovakia","Total","Number","1 106"
"2020W04","Slovakia","Males","Number","563"
"2020W04","Slovakia","Females","Number","543"
"2020W04","Finland","Total","Number","1 039"
"2020W04","Finland","Males","Number","533"
"2020W04","Finland","Females","Number","506"
"2020W04","Sweden","Total","Number","1 732"
"2020W04","Sweden","Males","Number","871"
"2020W04","Sweden","Females","Number","861"
"2020W04","United Kingdom","Total","Number","13 402"
"2020W04","United Kingdom","Males","Number","6 674"
"2020W04","United Kingdom","Females","Number","6 728"
"2020W04","Iceland","Total","Number","55"
"2020W04","Iceland","Males","Number","24"
"2020W04","Iceland","Females","Number","31"
"2020W04","Liechtenstein","Total","Number","8"
"2020W04","Liechtenstein","Males","Number","6"
"2020W04","Liechtenstein","Females","Number","2"
"2020W04","Norway","Total","Number","862"
"2020W04","Norway","Males","Number","411"
"2020W04","Norway","Females","Number","451"
"2020W04","Switzerland","Total","Number","1 413"
"2020W04","Switzerland","Males","Number","706"
"2020W04","Switzerland","Females","Number","707"
"2020W04","Montenegro","Total","Number","131"
"2020W04","Montenegro","Males","Number","68"
"2020W04","Montenegro","Females","Number","63"
"2020W04","Albania","Total","Number","503"
"2020W04","Albania","Males","Number","260"
"2020W04","Albania","Females","Number","243"
"2020W04","Serbia","Total","Number","2 304"
"2020W04","Serbia","Males","Number","1 176"
"2020W04","Serbia","Females","Number","1 128"
"2020W04","Andorra","Total","Number",":"
"2020W04","Andorra","Males","Number",":"
"2020W04","Andorra","Females","Number",":"
"2020W04","Armenia","Total","Number","611"
"2020W04","Armenia","Males","Number","313"
"2020W04","Armenia","Females","Number","298"
"2020W04","Georgia","Total","Number","1 026"
"2020W04","Georgia","Males","Number","532"
"2020W04","Georgia","Females","Number","494"
"2020W05","Belgium","Total","Number","2 355"
"2020W05","Belgium","Males","Number","1 167"
"2020W05","Belgium","Females","Number","1 188"
"2020W05","Bulgaria","Total","Number","2 435"
"2020W05","Bulgaria","Males","Number","1 241"
"2020W05","Bulgaria","Females","Number","1 194"
"2020W05","Czechia","Total","Number","2 368"
"2020W05","Czechia","Males","Number","1 247"
"2020W05","Czechia","Females","Number","1 121"
"2020W05","Denmark","Total","Number","1 094"
"2020W05","Denmark","Males","Number","556"
"2020W05","Denmark","Females","Number","538"
"2020W05","Germany (until 1990 former territory of the FRG)","Total","Number","19 796"
"2020W05","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2020W05","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2020W05","Estonia","Total","Number","309"
"2020W05","Estonia","Males","Number","156"
"2020W05","Estonia","Females","Number","153"
"2020W05","Greece","Total","Number","2 990"
"2020W05","Greece","Males","Number","1 457"
"2020W05","Greece","Females","Number","1 533"
"2020W05","Spain","Total","Number","9 875"
"2020W05","Spain","Males","Number","4 937"
"2020W05","Spain","Females","Number","4 938"
"2020W05","France","Total","Number","12 782"
"2020W05","France","Males","Number","6 456"
"2020W05","France","Females","Number","6 326"
"2020W05","Croatia","Total","Number","1 094"
"2020W05","Croatia","Males","Number","525"
"2020W05","Croatia","Females","Number","569"
"2020W05","Italy","Total","Number","13 821"
"2020W05","Italy","Males","Number","6 625"
"2020W05","Italy","Females","Number","7 196"
"2020W05","Cyprus","Total","Number","163"
"2020W05","Cyprus","Males","Number","79"
"2020W05","Cyprus","Females","Number","84"
"2020W05","Latvia","Total","Number","550"
"2020W05","Latvia","Males","Number","264"
"2020W05","Latvia","Females","Number","286"
"2020W05","Lithuania","Total","Number","762"
"2020W05","Lithuania","Males","Number","389"
"2020W05","Lithuania","Females","Number","373"
"2020W05","Luxembourg","Total","Number","88"
"2020W05","Luxembourg","Males","Number","45"
"2020W05","Luxembourg","Females","Number","43"
"2020W05","Hungary","Total","Number","2 800"
"2020W05","Hungary","Males","Number","1 357"
"2020W05","Hungary","Females","Number","1 443"
"2020W05","Malta","Total","Number","77"
"2020W05","Malta","Males","Number","44"
"2020W05","Malta","Females","Number","33"
"2020W05","Netherlands","Total","Number","3 163"
"2020W05","Netherlands","Males","Number","1 577"
"2020W05","Netherlands","Females","Number","1 586"
"2020W05","Austria","Total","Number","1 947"
"2020W05","Austria","Males","Number","908"
"2020W05","Austria","Females","Number","1 039"
"2020W05","Poland","Total","Number","8 563"
"2020W05","Poland","Males","Number","4 432"
"2020W05","Poland","Females","Number","4 131"
"2020W05","Portugal","Total","Number","2 678"
"2020W05","Portugal","Males","Number","1 385"
"2020W05","Portugal","Females","Number","1 293"
"2020W05","Romania","Total","Number","5 392"
"2020W05","Romania","Males","Number","2 795"
"2020W05","Romania","Females","Number","2 597"
"2020W05","Slovenia","Total","Number","474"
"2020W05","Slovenia","Males","Number","228"
"2020W05","Slovenia","Females","Number","246"
"2020W05","Slovakia","Total","Number","1 156"
"2020W05","Slovakia","Males","Number","576"
"2020W05","Slovakia","Females","Number","580"
"2020W05","Finland","Total","Number","1 074"
"2020W05","Finland","Males","Number","538"
"2020W05","Finland","Females","Number","536"
"2020W05","Sweden","Total","Number","1 847"
"2020W05","Sweden","Males","Number","914"
"2020W05","Sweden","Females","Number","933"
"2020W05","United Kingdom","Total","Number","13 106"
"2020W05","United Kingdom","Males","Number","6 546"
"2020W05","United Kingdom","Females","Number","6 560"
"2020W05","Iceland","Total","Number","39"
"2020W05","Iceland","Males","Number","21"
"2020W05","Iceland","Females","Number","18"
"2020W05","Liechtenstein","Total","Number","1"
"2020W05","Liechtenstein","Males","Number",":"
"2020W05","Liechtenstein","Females","Number","1"
"2020W05","Norway","Total","Number","815"
"2020W05","Norway","Males","Number","394"
"2020W05","Norway","Females","Number","421"
"2020W05","Switzerland","Total","Number","1 420"
"2020W05","Switzerland","Males","Number","684"
"2020W05","Switzerland","Females","Number","736"
"2020W05","Montenegro","Total","Number","139"
"2020W05","Montenegro","Males","Number","74"
"2020W05","Montenegro","Females","Number","65"
"2020W05","Albania","Total","Number","480"
"2020W05","Albania","Males","Number","251"
"2020W05","Albania","Females","Number","229"
"2020W05","Serbia","Total","Number","2 386"
"2020W05","Serbia","Males","Number","1 141"
"2020W05","Serbia","Females","Number","1 245"
"2020W05","Andorra","Total","Number",":"
"2020W05","Andorra","Males","Number",":"
"2020W05","Andorra","Females","Number",":"
"2020W05","Armenia","Total","Number","579"
"2020W05","Armenia","Males","Number","297"
"2020W05","Armenia","Females","Number","282"
"2020W05","Georgia","Total","Number","1 032"
"2020W05","Georgia","Males","Number","509"
"2020W05","Georgia","Females","Number","523"
"2020W06","Belgium","Total","Number","2 164"
"2020W06","Belgium","Males","Number","1 079"
"2020W06","Belgium","Females","Number","1 085"
"2020W06","Bulgaria","Total","Number","2 346"
"2020W06","Bulgaria","Males","Number","1 212"
"2020W06","Bulgaria","Females","Number","1 134"
"2020W06","Czechia","Total","Number","2 352"
"2020W06","Czechia","Males","Number","1 203"
"2020W06","Czechia","Females","Number","1 149"
"2020W06","Denmark","Total","Number","1 079"
"2020W06","Denmark","Males","Number","571"
"2020W06","Denmark","Females","Number","508"
"2020W06","Germany (until 1990 former territory of the FRG)","Total","Number","19 029"
"2020W06","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2020W06","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2020W06","Estonia","Total","Number","276"
"2020W06","Estonia","Males","Number","116"
"2020W06","Estonia","Females","Number","160"
"2020W06","Greece","Total","Number","2 848"
"2020W06","Greece","Males","Number","1 404"
"2020W06","Greece","Females","Number","1 441"
"2020W06","Spain","Total","Number","9 104"
"2020W06","Spain","Males","Number","4 521"
"2020W06","Spain","Females","Number","4 583"
"2020W06","France","Total","Number","12 657"
"2020W06","France","Males","Number","6 302"
"2020W06","France","Females","Number","6 355"
"2020W06","Croatia","Total","Number","1 058"
"2020W06","Croatia","Males","Number","493"
"2020W06","Croatia","Females","Number","565"
"2020W06","Italy","Total","Number","13 450"
"2020W06","Italy","Males","Number","6 447"
"2020W06","Italy","Females","Number","7 003"
"2020W06","Cyprus","Total","Number","149"
"2020W06","Cyprus","Males","Number","76"
"2020W06","Cyprus","Females","Number","73"
"2020W06","Latvia","Total","Number","532"
"2020W06","Latvia","Males","Number","254"
"2020W06","Latvia","Females","Number","278"
"2020W06","Lithuania","Total","Number","764"
"2020W06","Lithuania","Males","Number","406"
"2020W06","Lithuania","Females","Number","358"
"2020W06","Luxembourg","Total","Number","90"
"2020W06","Luxembourg","Males","Number","40"
"2020W06","Luxembourg","Females","Number","50"
"2020W06","Hungary","Total","Number","2 635"
"2020W06","Hungary","Males","Number","1 295"
"2020W06","Hungary","Females","Number","1 340"
"2020W06","Malta","Total","Number","90"
"2020W06","Malta","Males","Number","49"
"2020W06","Malta","Females","Number","41"
"2020W06","Netherlands","Total","Number","3 194"
"2020W06","Netherlands","Males","Number","1 592"
"2020W06","Netherlands","Females","Number","1 602"
"2020W06","Austria","Total","Number","1 682"
"2020W06","Austria","Males","Number","843"
"2020W06","Austria","Females","Number","839"
"2020W06","Poland","Total","Number","8 342"
"2020W06","Poland","Males","Number","4 257"
"2020W06","Poland","Females","Number","4 085"
"2020W06","Portugal","Total","Number","2 476"
"2020W06","Portugal","Males","Number","1 238"
"2020W06","Portugal","Females","Number","1 238"
"2020W06","Romania","Total","Number","5 406"
"2020W06","Romania","Males","Number","2 855"
"2020W06","Romania","Females","Number","2 551"
"2020W06","Slovenia","Total","Number","447"
"2020W06","Slovenia","Males","Number","194"
"2020W06","Slovenia","Females","Number","253"
"2020W06","Slovakia","Total","Number","1 101"
"2020W06","Slovakia","Males","Number","550"
"2020W06","Slovakia","Females","Number","551"
"2020W06","Finland","Total","Number","1 115"
"2020W06","Finland","Males","Number","590"
"2020W06","Finland","Females","Number","525"
"2020W06","Sweden","Total","Number","1 728"
"2020W06","Sweden","Males","Number","842"
"2020W06","Sweden","Females","Number","886"
"2020W06","United Kingdom","Total","Number","12 508"
"2020W06","United Kingdom","Males","Number","6 164"
"2020W06","United Kingdom","Females","Number","6 344"
"2020W06","Iceland","Total","Number","47"
"2020W06","Iceland","Males","Number","18"
"2020W06","Iceland","Females","Number","29"
"2020W06","Liechtenstein","Total","Number","8"
"2020W06","Liechtenstein","Males","Number","4"
"2020W06","Liechtenstein","Females","Number","4"
"2020W06","Norway","Total","Number","799"
"2020W06","Norway","Males","Number","411"
"2020W06","Norway","Females","Number","388"
"2020W06","Switzerland","Total","Number","1 388"
"2020W06","Switzerland","Males","Number","660"
"2020W06","Switzerland","Females","Number","728"
"2020W06","Montenegro","Total","Number","150"
"2020W06","Montenegro","Males","Number","75"
"2020W06","Montenegro","Females","Number","75"
"2020W06","Albania","Total","Number","472"
"2020W06","Albania","Males","Number","242"
"2020W06","Albania","Females","Number","230"
"2020W06","Serbia","Total","Number","2 259"
"2020W06","Serbia","Males","Number","1 133"
"2020W06","Serbia","Females","Number","1 126"
"2020W06","Andorra","Total","Number",":"
"2020W06","Andorra","Males","Number",":"
"2020W06","Andorra","Females","Number",":"
"2020W06","Armenia","Total","Number","590"
"2020W06","Armenia","Males","Number","284"
"2020W06","Armenia","Females","Number","306"
"2020W06","Georgia","Total","Number","1 002"
"2020W06","Georgia","Males","Number","500"
"2020W06","Georgia","Females","Number","502"
"2020W07","Belgium","Total","Number","2 302"
"2020W07","Belgium","Males","Number","1 138"
"2020W07","Belgium","Females","Number","1 164"
"2020W07","Bulgaria","Total","Number","2 304"
"2020W07","Bulgaria","Males","Number","1 223"
"2020W07","Bulgaria","Females","Number","1 081"
"2020W07","Czechia","Total","Number","2 391"
"2020W07","Czechia","Males","Number","1 187"
"2020W07","Czechia","Females","Number","1 204"
"2020W07","Denmark","Total","Number","1 059"
"2020W07","Denmark","Males","Number","513"
"2020W07","Denmark","Females","Number","546"
"2020W07","Germany (until 1990 former territory of the FRG)","Total","Number","19 647"
"2020W07","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2020W07","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2020W07","Estonia","Total","Number","322"
"2020W07","Estonia","Males","Number","139"
"2020W07","Estonia","Females","Number","183"
"2020W07","Greece","Total","Number","2 782"
"2020W07","Greece","Males","Number","1 392"
"2020W07","Greece","Females","Number","1 389"
"2020W07","Spain","Total","Number","8 743"
"2020W07","Spain","Males","Number","4 413"
"2020W07","Spain","Females","Number","4 330"
"2020W07","France","Total","Number","12 507"
"2020W07","France","Males","Number","6 251"
"2020W07","France","Females","Number","6 256"
"2020W07","Croatia","Total","Number","1 090"
"2020W07","Croatia","Males","Number","549"
"2020W07","Croatia","Females","Number","541"
"2020W07","Italy","Total","Number","13 556"
"2020W07","Italy","Males","Number","6 509"
"2020W07","Italy","Females","Number","7 047"
"2020W07","Cyprus","Total","Number","106"
"2020W07","Cyprus","Males","Number","54"
"2020W07","Cyprus","Females","Number","52"
"2020W07","Latvia","Total","Number","544"
"2020W07","Latvia","Males","Number","232"
"2020W07","Latvia","Females","Number","312"
"2020W07","Lithuania","Total","Number","809"
"2020W07","Lithuania","Males","Number","384"
"2020W07","Lithuania","Females","Number","425"
"2020W07","Luxembourg","Total","Number","69"
"2020W07","Luxembourg","Males","Number","32"
"2020W07","Luxembourg","Females","Number","37"
"2020W07","Hungary","Total","Number","2 750"
"2020W07","Hungary","Males","Number","1 304"
"2020W07","Hungary","Females","Number","1 446"
"2020W07","Malta","Total","Number","72"
"2020W07","Malta","Males","Number","41"
"2020W07","Malta","Females","Number","31"
"2020W07","Netherlands","Total","Number","3 199"
"2020W07","Netherlands","Males","Number","1 507"
"2020W07","Netherlands","Females","Number","1 692"
"2020W07","Austria","Total","Number","1 721"
"2020W07","Austria","Males","Number","825"
"2020W07","Austria","Females","Number","896"
"2020W07","Poland","Total","Number","8 622"
"2020W07","Poland","Males","Number","4 403"
"2020W07","Poland","Females","Number","4 219"
"2020W07","Portugal","Total","Number","2 274"
"2020W07","Portugal","Males","Number","1 138"
"2020W07","Portugal","Females","Number","1 136"
"2020W07","Romania","Total","Number","5 366"
"2020W07","Romania","Males","Number","2 857"
"2020W07","Romania","Females","Number","2 509"
"2020W07","Slovenia","Total","Number","499"
"2020W07","Slovenia","Males","Number","249"
"2020W07","Slovenia","Females","Number","250"
"2020W07","Slovakia","Total","Number","1 178"
"2020W07","Slovakia","Males","Number","614"
"2020W07","Slovakia","Females","Number","564"
"2020W07","Finland","Total","Number","1 098"
"2020W07","Finland","Males","Number","531"
"2020W07","Finland","Females","Number","567"
"2020W07","Sweden","Total","Number","1 825"
"2020W07","Sweden","Males","Number","892"
"2020W07","Sweden","Females","Number","933"
"2020W07","United Kingdom","Total","Number","12 392"
"2020W07","United Kingdom","Males","Number","6 244"
"2020W07","United Kingdom","Females","Number","6 148"
"2020W07","Iceland","Total","Number","49"
"2020W07","Iceland","Males","Number","22"
"2020W07","Iceland","Females","Number","27"
"2020W07","Liechtenstein","Total","Number","10"
"2020W07","Liechtenstein","Males","Number","3"
"2020W07","Liechtenstein","Females","Number","7"
"2020W07","Norway","Total","Number","858"
"2020W07","Norway","Males","Number","409"
"2020W07","Norway","Females","Number","449"
"2020W07","Switzerland","Total","Number","1 381"
"2020W07","Switzerland","Males","Number","646"
"2020W07","Switzerland","Females","Number","735"
"2020W07","Montenegro","Total","Number","130"
"2020W07","Montenegro","Males","Number","74"
"2020W07","Montenegro","Females","Number","56"
"2020W07","Albania","Total","Number","500"
"2020W07","Albania","Males","Number","265"
"2020W07","Albania","Females","Number","235"
"2020W07","Serbia","Total","Number","2 240"
"2020W07","Serbia","Males","Number","1 112"
"2020W07","Serbia","Females","Number","1 128"
"2020W07","Andorra","Total","Number",":"
"2020W07","Andorra","Males","Number",":"
"2020W07","Andorra","Females","Number",":"
"2020W07","Armenia","Total","Number","595"
"2020W07","Armenia","Males","Number","308"
"2020W07","Armenia","Females","Number","287"
"2020W07","Georgia","Total","Number","999"
"2020W07","Georgia","Males","Number","502"
"2020W07","Georgia","Females","Number","497"
"2020W08","Belgium","Total","Number","2 293"
"2020W08","Belgium","Males","Number","1 105"
"2020W08","Belgium","Females","Number","1 188"
"2020W08","Bulgaria","Total","Number","2 160"
"2020W08","Bulgaria","Males","Number","1 136"
"2020W08","Bulgaria","Females","Number","1 024"
"2020W08","Czechia","Total","Number","2 346"
"2020W08","Czechia","Males","Number","1 205"
"2020W08","Czechia","Females","Number","1 141"
"2020W08","Denmark","Total","Number","1 034"
"2020W08","Denmark","Males","Number","531"
"2020W08","Denmark","Females","Number","503"
"2020W08","Germany (until 1990 former territory of the FRG)","Total","Number","18 944"
"2020W08","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2020W08","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2020W08","Estonia","Total","Number","334"
"2020W08","Estonia","Males","Number","146"
"2020W08","Estonia","Females","Number","188"
"2020W08","Greece","Total","Number","2 468"
"2020W08","Greece","Males","Number","1 247"
"2020W08","Greece","Females","Number","1 221"
"2020W08","Spain","Total","Number","8 336"
"2020W08","Spain","Males","Number","4 131"
"2020W08","Spain","Females","Number","4 205"
"2020W08","France","Total","Number","12 097"
"2020W08","France","Males","Number","6 070"
"2020W08","France","Females","Number","6 027"
"2020W08","Croatia","Total","Number","1 046"
"2020W08","Croatia","Males","Number","527"
"2020W08","Croatia","Females","Number","519"
"2020W08","Italy","Total","Number","13 202"
"2020W08","Italy","Males","Number","6 205"
"2020W08","Italy","Females","Number","6 997"
"2020W08","Cyprus","Total","Number","143"
"2020W08","Cyprus","Males","Number","75"
"2020W08","Cyprus","Females","Number","68"
"2020W08","Latvia","Total","Number","545"
"2020W08","Latvia","Males","Number","250"
"2020W08","Latvia","Females","Number","295"
"2020W08","Lithuania","Total","Number","707"
"2020W08","Lithuania","Males","Number","341"
"2020W08","Lithuania","Females","Number","366"
"2020W08","Luxembourg","Total","Number","85"
"2020W08","Luxembourg","Males","Number","51"
"2020W08","Luxembourg","Females","Number","34"
"2020W08","Hungary","Total","Number","2 586"
"2020W08","Hungary","Males","Number","1 222"
"2020W08","Hungary","Females","Number","1 364"
"2020W08","Malta","Total","Number","73"
"2020W08","Malta","Males","Number","29"
"2020W08","Malta","Females","Number","44"
"2020W08","Netherlands","Total","Number","2 959"
"2020W08","Netherlands","Males","Number","1 485"
"2020W08","Netherlands","Females","Number","1 474"
"2020W08","Austria","Total","Number","1 718"
"2020W08","Austria","Males","Number","819"
"2020W08","Austria","Females","Number","899"
"2020W08","Poland","Total","Number","8 471"
"2020W08","Poland","Males","Number","4 323"
"2020W08","Poland","Females","Number","4 148"
"2020W08","Portugal","Total","Number","2 356"
"2020W08","Portugal","Males","Number","1 168"
"2020W08","Portugal","Females","Number","1 188"
"2020W08","Romania","Total","Number","5 196"
"2020W08","Romania","Males","Number","2 736"
"2020W08","Romania","Females","Number","2 460"
"2020W08","Slovenia","Total","Number","439"
"2020W08","Slovenia","Males","Number","212"
"2020W08","Slovenia","Females","Number","227"
"2020W08","Slovakia","Total","Number","1 085"
"2020W08","Slovakia","Males","Number","566"
"2020W08","Slovakia","Females","Number","519"
"2020W08","Finland","Total","Number","1 091"
"2020W08","Finland","Males","Number","550"
"2020W08","Finland","Females","Number","541"
"2020W08","Sweden","Total","Number","1 777"
"2020W08","Sweden","Males","Number","900"
"2020W08","Sweden","Females","Number","877"
"2020W08","United Kingdom","Total","Number","12 273"
"2020W08","United Kingdom","Males","Number","6 153"
"2020W08","United Kingdom","Females","Number","6 120"
"2020W08","Iceland","Total","Number","48"
"2020W08","Iceland","Males","Number","17"
"2020W08","Iceland","Females","Number","31"
"2020W08","Liechtenstein","Total","Number","6"
"2020W08","Liechtenstein","Males","Number","2"
"2020W08","Liechtenstein","Females","Number","4"
"2020W08","Norway","Total","Number","814"
"2020W08","Norway","Males","Number","405"
"2020W08","Norway","Females","Number","409"
"2020W08","Switzerland","Total","Number","1 367"
"2020W08","Switzerland","Males","Number","657"
"2020W08","Switzerland","Females","Number","710"
"2020W08","Montenegro","Total","Number","141"
"2020W08","Montenegro","Males","Number","81"
"2020W08","Montenegro","Females","Number","60"
"2020W08","Albania","Total","Number","466"
"2020W08","Albania","Males","Number","263"
"2020W08","Albania","Females","Number","203"
"2020W08","Serbia","Total","Number","2 195"
"2020W08","Serbia","Males","Number","1 005"
"2020W08","Serbia","Females","Number","1 190"
"2020W08","Andorra","Total","Number",":"
"2020W08","Andorra","Males","Number",":"
"2020W08","Andorra","Females","Number",":"
"2020W08","Armenia","Total","Number","575"
"2020W08","Armenia","Males","Number","288"
"2020W08","Armenia","Females","Number","287"
"2020W08","Georgia","Total","Number","982"
"2020W08","Georgia","Males","Number","493"
"2020W08","Georgia","Females","Number","489"
"2020W09","Belgium","Total","Number","2 237"
"2020W09","Belgium","Males","Number","1 097"
"2020W09","Belgium","Females","Number","1 140"
"2020W09","Bulgaria","Total","Number","2 179"
"2020W09","Bulgaria","Males","Number","1 111"
"2020W09","Bulgaria","Females","Number","1 068"
"2020W09","Czechia","Total","Number","2 357"
"2020W09","Czechia","Males","Number","1 219"
"2020W09","Czechia","Females","Number","1 138"
"2020W09","Denmark","Total","Number","1 025"
"2020W09","Denmark","Males","Number","512"
"2020W09","Denmark","Females","Number","513"
"2020W09","Germany (until 1990 former territory of the FRG)","Total","Number","19 491"
"2020W09","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2020W09","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2020W09","Estonia","Total","Number","314"
"2020W09","Estonia","Males","Number","140"
"2020W09","Estonia","Females","Number","174"
"2020W09","Greece","Total","Number","2 545"
"2020W09","Greece","Males","Number","1 292"
"2020W09","Greece","Females","Number","1 253"
"2020W09","Spain","Total","Number","8 316"
"2020W09","Spain","Males","Number","4 257"
"2020W09","Spain","Females","Number","4 059"
"2020W09","France","Total","Number","12 277"
"2020W09","France","Males","Number","6 058"
"2020W09","France","Females","Number","6 219"
"2020W09","Croatia","Total","Number","1 021"
"2020W09","Croatia","Males","Number","499"
"2020W09","Croatia","Females","Number","522"
"2020W09","Italy","Total","Number","13 643"
"2020W09","Italy","Males","Number","6 509"
"2020W09","Italy","Females","Number","7 134"
"2020W09","Cyprus","Total","Number","136"
"2020W09","Cyprus","Males","Number","71"
"2020W09","Cyprus","Females","Number","65"
"2020W09","Latvia","Total","Number","447"
"2020W09","Latvia","Males","Number","200"
"2020W09","Latvia","Females","Number","247"
"2020W09","Lithuania","Total","Number","806"
"2020W09","Lithuania","Males","Number","371"
"2020W09","Lithuania","Females","Number","435"
"2020W09","Luxembourg","Total","Number","74"
"2020W09","Luxembourg","Males","Number","39"
"2020W09","Luxembourg","Females","Number","35"
"2020W09","Hungary","Total","Number","2 782"
"2020W09","Hungary","Males","Number","1 302"
"2020W09","Hungary","Females","Number","1 480"
"2020W09","Malta","Total","Number","68"
"2020W09","Malta","Males","Number","33"
"2020W09","Malta","Females","Number","35"
"2020W09","Netherlands","Total","Number","3 098"
"2020W09","Netherlands","Males","Number","1 504"
"2020W09","Netherlands","Females","Number","1 594"
"2020W09","Austria","Total","Number","1 768"
"2020W09","Austria","Males","Number","862"
"2020W09","Austria","Females","Number","906"
"2020W09","Poland","Total","Number","8 469"
"2020W09","Poland","Males","Number","4 414"
"2020W09","Poland","Females","Number","4 055"
"2020W09","Portugal","Total","Number","2 299"
"2020W09","Portugal","Males","Number","1 148"
"2020W09","Portugal","Females","Number","1 151"
"2020W09","Romania","Total","Number","5 324"
"2020W09","Romania","Males","Number","2 756"
"2020W09","Romania","Females","Number","2 568"
"2020W09","Slovenia","Total","Number","430"
"2020W09","Slovenia","Males","Number","204"
"2020W09","Slovenia","Females","Number","226"
"2020W09","Slovakia","Total","Number","1 149"
"2020W09","Slovakia","Males","Number","574"
"2020W09","Slovakia","Females","Number","575"
"2020W09","Finland","Total","Number","1 050"
"2020W09","Finland","Males","Number","543"
"2020W09","Finland","Females","Number","507"
"2020W09","Sweden","Total","Number","1 778"
"2020W09","Sweden","Males","Number","871"
"2020W09","Sweden","Females","Number","907"
"2020W09","United Kingdom","Total","Number","12 310"
"2020W09","United Kingdom","Males","Number","6 151"
"2020W09","United Kingdom","Females","Number","6 159"
"2020W09","Iceland","Total","Number","43"
"2020W09","Iceland","Males","Number","23"
"2020W09","Iceland","Females","Number","20"
"2020W09","Liechtenstein","Total","Number","5"
"2020W09","Liechtenstein","Males","Number","1"
"2020W09","Liechtenstein","Females","Number","4"
"2020W09","Norway","Total","Number","838"
"2020W09","Norway","Males","Number","405"
"2020W09","Norway","Females","Number","433"
"2020W09","Switzerland","Total","Number","1 345"
"2020W09","Switzerland","Males","Number","668"
"2020W09","Switzerland","Females","Number","677"
"2020W09","Montenegro","Total","Number","118"
"2020W09","Montenegro","Males","Number","61"
"2020W09","Montenegro","Females","Number","57"
"2020W09","Albania","Total","Number","511"
"2020W09","Albania","Males","Number","268"
"2020W09","Albania","Females","Number","243"
"2020W09","Serbia","Total","Number","2 065"
"2020W09","Serbia","Males","Number","1 004"
"2020W09","Serbia","Females","Number","1 061"
"2020W09","Andorra","Total","Number",":"
"2020W09","Andorra","Males","Number",":"
"2020W09","Andorra","Females","Number",":"
"2020W09","Armenia","Total","Number","609"
"2020W09","Armenia","Males","Number","278"
"2020W09","Armenia","Females","Number","331"
"2020W09","Georgia","Total","Number","993"
"2020W09","Georgia","Males","Number","506"
"2020W09","Georgia","Females","Number","487"
