"TIME","GEO","SEX","UNIT","Value"
"2019W21","France","Total","Number","11 053"
"2019W21","France","Males","Number","5 519"
"2019W21","France","Females","Number","5 534"
"2019W21","Croatia","Total","Number","952"
"2019W21","Croatia","Males","Number","470"
"2019W21","Croatia","Females","Number","482"
"2019W21","Italy","Total","Number","11 619"
"2019W21","Italy","Males","Number","5 602"
"2019W21","Italy","Females","Number","6 017"
"2019W21","Cyprus","Total","Number","128"
"2019W21","Cyprus","Males","Number","63"
"2019W21","Cyprus","Females","Number","65"
"2019W21","Latvia","Total","Number","533"
"2019W21","Latvia","Males","Number","257"
"2019W21","Latvia","Females","Number","276"
"2019W21","Lithuania","Total","Number","788"
"2019W21","Lithuania","Males","Number","358"
"2019W21","Lithuania","Females","Number","430"
"2019W21","Luxembourg","Total","Number","82"
"2019W21","Luxembourg","Males","Number","41"
"2019W21","Luxembourg","Females","Number","41"
"2019W21","Hungary","Total","Number","2 283"
"2019W21","Hungary","Males","Number","1 081"
"2019W21","Hungary","Females","Number","1 202"
"2019W21","Malta","Total","Number","50"
"2019W21","Malta","Males","Number","26"
"2019W21","Malta","Females","Number","24"
"2019W21","Netherlands","Total","Number","2 873"
"2019W21","Netherlands","Males","Number","1 370"
"2019W21","Netherlands","Females","Number","1 503"
"2019W21","Austria","Total","Number","1 499"
"2019W21","Austria","Males","Number","750"
"2019W21","Austria","Females","Number","749"
"2019W21","Poland","Total","Number","7 586"
"2019W21","Poland","Males","Number","3 988"
"2019W21","Poland","Females","Number","3 598"
"2019W21","Portugal","Total","Number","1 919"
"2019W21","Portugal","Males","Number","943"
"2019W21","Portugal","Females","Number","976"
"2019W21","Romania","Total","Number","4 770"
"2019W21","Romania","Males","Number","2 503"
"2019W21","Romania","Females","Number","2 267"
"2019W21","Slovenia","Total","Number","395"
"2019W21","Slovenia","Males","Number","200"
"2019W21","Slovenia","Females","Number","195"
"2019W21","Slovakia","Total","Number","922"
"2019W21","Slovakia","Males","Number","499"
"2019W21","Slovakia","Females","Number","423"
"2019W21","Finland","Total","Number","926"
"2019W21","Finland","Males","Number","444"
"2019W21","Finland","Females","Number","482"
"2019W21","Sweden","Total","Number","1 486"
"2019W21","Sweden","Males","Number","723"
"2019W21","Sweden","Females","Number","763"
"2019W21","United Kingdom","Total","Number","11 616"
"2019W21","United Kingdom","Males","Number","5 795"
"2019W21","United Kingdom","Females","Number","5 821"
"2019W21","Iceland","Total","Number","36"
"2019W21","Iceland","Males","Number","19"
"2019W21","Iceland","Females","Number","17"
"2019W21","Liechtenstein","Total","Number","8"
"2019W21","Liechtenstein","Males","Number","4"
"2019W21","Liechtenstein","Females","Number","4"
"2019W21","Norway","Total","Number","741"
"2019W21","Norway","Males","Number","350"
"2019W21","Norway","Females","Number","391"
"2019W21","Switzerland","Total","Number","1 271"
"2019W21","Switzerland","Males","Number","619"
"2019W21","Switzerland","Females","Number","652"
"2019W21","Montenegro","Total","Number","117"
"2019W21","Montenegro","Males","Number","66"
"2019W21","Montenegro","Females","Number","51"
"2019W21","Albania","Total","Number","379"
"2019W21","Albania","Males","Number","203"
"2019W21","Albania","Females","Number","176"
"2019W21","Serbia","Total","Number","1 918"
"2019W21","Serbia","Males","Number","956"
"2019W21","Serbia","Females","Number","962"
"2019W21","Andorra","Total","Number","5"
"2019W21","Andorra","Males","Number","2"
"2019W21","Andorra","Females","Number","3"
"2019W21","Armenia","Total","Number","514"
"2019W21","Armenia","Males","Number","245"
"2019W21","Armenia","Females","Number","269"
"2019W21","Georgia","Total","Number","874"
"2019W21","Georgia","Males","Number","421"
"2019W21","Georgia","Females","Number","453"
"2019W22","Belgium","Total","Number","1 933"
"2019W22","Belgium","Males","Number","966"
"2019W22","Belgium","Females","Number","967"
"2019W22","Bulgaria","Total","Number","1 967"
"2019W22","Bulgaria","Males","Number","987"
"2019W22","Bulgaria","Females","Number","980"
"2019W22","Czechia","Total","Number","2 093"
"2019W22","Czechia","Males","Number","1 103"
"2019W22","Czechia","Females","Number","990"
"2019W22","Denmark","Total","Number","983"
"2019W22","Denmark","Males","Number","516"
"2019W22","Denmark","Females","Number","467"
"2019W22","Germany (until 1990 former territory of the FRG)","Total","Number","16 921"
"2019W22","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2019W22","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2019W22","Estonia","Total","Number","276"
"2019W22","Estonia","Males","Number","134"
"2019W22","Estonia","Females","Number","142"
"2019W22","Greece","Total","Number","2 281"
"2019W22","Greece","Males","Number","1 147"
"2019W22","Greece","Females","Number","1 134"
"2019W22","Spain","Total","Number","7 618"
"2019W22","Spain","Males","Number","3 946"
"2019W22","Spain","Females","Number","3 672"
"2019W22","France","Total","Number","10 699"
"2019W22","France","Males","Number","5 324"
"2019W22","France","Females","Number","5 375"
"2019W22","Croatia","Total","Number","893"
"2019W22","Croatia","Males","Number","442"
"2019W22","Croatia","Females","Number","451"
"2019W22","Italy","Total","Number","11 350"
"2019W22","Italy","Males","Number","5 514"
"2019W22","Italy","Females","Number","5 836"
"2019W22","Cyprus","Total","Number","139"
"2019W22","Cyprus","Males","Number","72"
"2019W22","Cyprus","Females","Number","67"
"2019W22","Latvia","Total","Number","490"
"2019W22","Latvia","Males","Number","224"
"2019W22","Latvia","Females","Number","266"
"2019W22","Lithuania","Total","Number","708"
"2019W22","Lithuania","Males","Number","336"
"2019W22","Lithuania","Females","Number","372"
"2019W22","Luxembourg","Total","Number","80"
"2019W22","Luxembourg","Males","Number","30"
"2019W22","Luxembourg","Females","Number","50"
"2019W22","Hungary","Total","Number","2 196"
"2019W22","Hungary","Males","Number","1 093"
"2019W22","Hungary","Females","Number","1 103"
"2019W22","Malta","Total","Number","73"
"2019W22","Malta","Males","Number","38"
"2019W22","Malta","Females","Number","35"
"2019W22","Netherlands","Total","Number","2 733"
"2019W22","Netherlands","Males","Number","1 358"
"2019W22","Netherlands","Females","Number","1 375"
"2019W22","Austria","Total","Number","1 496"
"2019W22","Austria","Males","Number","734"
"2019W22","Austria","Females","Number","762"
"2019W22","Poland","Total","Number","7 445"
"2019W22","Poland","Males","Number","3 955"
"2019W22","Poland","Females","Number","3 490"
"2019W22","Portugal","Total","Number","1 948"
"2019W22","Portugal","Males","Number","972"
"2019W22","Portugal","Females","Number","976"
"2019W22","Romania","Total","Number","4 635"
"2019W22","Romania","Males","Number","2 431"
"2019W22","Romania","Females","Number","2 204"
"2019W22","Slovenia","Total","Number","344"
"2019W22","Slovenia","Males","Number","165"
"2019W22","Slovenia","Females","Number","179"
"2019W22","Slovakia","Total","Number","924"
"2019W22","Slovakia","Males","Number","484"
"2019W22","Slovakia","Females","Number","440"
"2019W22","Finland","Total","Number","919"
"2019W22","Finland","Males","Number","498"
"2019W22","Finland","Females","Number","421"
"2019W22","Sweden","Total","Number","1 541"
"2019W22","Sweden","Males","Number","757"
"2019W22","Sweden","Females","Number","784"
"2019W22","United Kingdom","Total","Number","9 502"
"2019W22","United Kingdom","Males","Number","4 673"
"2019W22","United Kingdom","Females","Number","4 829"
"2019W22","Iceland","Total","Number","38"
"2019W22","Iceland","Males","Number","19"
"2019W22","Iceland","Females","Number","19"
"2019W22","Liechtenstein","Total","Number","1"
"2019W22","Liechtenstein","Males","Number","1"
"2019W22","Liechtenstein","Females","Number","0"
"2019W22","Norway","Total","Number","730"
"2019W22","Norway","Males","Number","374"
"2019W22","Norway","Females","Number","356"
"2019W22","Switzerland","Total","Number","1 245"
"2019W22","Switzerland","Males","Number","597"
"2019W22","Switzerland","Females","Number","648"
"2019W22","Montenegro","Total","Number","91"
"2019W22","Montenegro","Males","Number","43"
"2019W22","Montenegro","Females","Number","48"
"2019W22","Albania","Total","Number","377"
"2019W22","Albania","Males","Number","190"
"2019W22","Albania","Females","Number","187"
"2019W22","Serbia","Total","Number","1 864"
"2019W22","Serbia","Males","Number","921"
"2019W22","Serbia","Females","Number","943"
"2019W22","Andorra","Total","Number","4"
"2019W22","Andorra","Males","Number","1"
"2019W22","Andorra","Females","Number","3"
"2019W22","Armenia","Total","Number","483"
"2019W22","Armenia","Males","Number","261"
"2019W22","Armenia","Females","Number","222"
"2019W22","Georgia","Total","Number","909"
"2019W22","Georgia","Males","Number","475"
"2019W22","Georgia","Females","Number","434"
"2019W23","Belgium","Total","Number","1 966"
"2019W23","Belgium","Males","Number","962"
"2019W23","Belgium","Females","Number","1 004"
"2019W23","Bulgaria","Total","Number","1 932"
"2019W23","Bulgaria","Males","Number","1 002"
"2019W23","Bulgaria","Females","Number","930"
"2019W23","Czechia","Total","Number","2 020"
"2019W23","Czechia","Males","Number","1 033"
"2019W23","Czechia","Females","Number","987"
"2019W23","Denmark","Total","Number","991"
"2019W23","Denmark","Males","Number","503"
"2019W23","Denmark","Females","Number","488"
"2019W23","Germany (until 1990 former territory of the FRG)","Total","Number","17 491"
"2019W23","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2019W23","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2019W23","Estonia","Total","Number","296"
"2019W23","Estonia","Males","Number","140"
"2019W23","Estonia","Females","Number","156"
"2019W23","Greece","Total","Number","2 285"
"2019W23","Greece","Males","Number","1 198"
"2019W23","Greece","Females","Number","1 087"
"2019W23","Spain","Total","Number","7 508"
"2019W23","Spain","Males","Number","3 878"
"2019W23","Spain","Females","Number","3 630"
"2019W23","France","Total","Number","10 594"
"2019W23","France","Males","Number","5 385"
"2019W23","France","Females","Number","5 209"
"2019W23","Croatia","Total","Number","1 024"
"2019W23","Croatia","Males","Number","503"
"2019W23","Croatia","Females","Number","521"
"2019W23","Italy","Total","Number","12 261"
"2019W23","Italy","Males","Number","5 902"
"2019W23","Italy","Females","Number","6 359"
"2019W23","Cyprus","Total","Number","91"
"2019W23","Cyprus","Males","Number","52"
"2019W23","Cyprus","Females","Number","39"
"2019W23","Latvia","Total","Number","498"
"2019W23","Latvia","Males","Number","223"
"2019W23","Latvia","Females","Number","275"
"2019W23","Lithuania","Total","Number","788"
"2019W23","Lithuania","Males","Number","381"
"2019W23","Lithuania","Females","Number","407"
"2019W23","Luxembourg","Total","Number","71"
"2019W23","Luxembourg","Males","Number","41"
"2019W23","Luxembourg","Females","Number","30"
"2019W23","Hungary","Total","Number","2 288"
"2019W23","Hungary","Males","Number","1 130"
"2019W23","Hungary","Females","Number","1 158"
"2019W23","Malta","Total","Number","53"
"2019W23","Malta","Males","Number","22"
"2019W23","Malta","Females","Number","31"
"2019W23","Netherlands","Total","Number","2 737"
"2019W23","Netherlands","Males","Number","1 328"
"2019W23","Netherlands","Females","Number","1 409"
"2019W23","Austria","Total","Number","1 525"
"2019W23","Austria","Males","Number","732"
"2019W23","Austria","Females","Number","793"
"2019W23","Poland","Total","Number","7 966"
"2019W23","Poland","Males","Number","4 103"
"2019W23","Poland","Females","Number","3 863"
"2019W23","Portugal","Total","Number","1 841"
"2019W23","Portugal","Males","Number","891"
"2019W23","Portugal","Females","Number","950"
"2019W23","Romania","Total","Number","4 660"
"2019W23","Romania","Males","Number","2 444"
"2019W23","Romania","Females","Number","2 216"
"2019W23","Slovenia","Total","Number","313"
"2019W23","Slovenia","Males","Number","159"
"2019W23","Slovenia","Females","Number","154"
"2019W23","Slovakia","Total","Number","929"
"2019W23","Slovakia","Males","Number","475"
"2019W23","Slovakia","Females","Number","454"
"2019W23","Finland","Total","Number","1 049"
"2019W23","Finland","Males","Number","513"
"2019W23","Finland","Females","Number","536"
"2019W23","Sweden","Total","Number","1 544"
"2019W23","Sweden","Males","Number","737"
"2019W23","Sweden","Females","Number","807"
"2019W23","United Kingdom","Total","Number","11 426"
"2019W23","United Kingdom","Males","Number","5 850"
"2019W23","United Kingdom","Females","Number","5 576"
"2019W23","Iceland","Total","Number","45"
"2019W23","Iceland","Males","Number","21"
"2019W23","Iceland","Females","Number","24"
"2019W23","Liechtenstein","Total","Number","7"
"2019W23","Liechtenstein","Males","Number","4"
"2019W23","Liechtenstein","Females","Number","3"
"2019W23","Norway","Total","Number","707"
"2019W23","Norway","Males","Number","341"
"2019W23","Norway","Females","Number","366"
"2019W23","Switzerland","Total","Number","1 251"
"2019W23","Switzerland","Males","Number","632"
"2019W23","Switzerland","Females","Number","619"
"2019W23","Montenegro","Total","Number","121"
"2019W23","Montenegro","Males","Number","72"
"2019W23","Montenegro","Females","Number","49"
"2019W23","Albania","Total","Number","383"
"2019W23","Albania","Males","Number","201"
"2019W23","Albania","Females","Number","182"
"2019W23","Serbia","Total","Number","1 945"
"2019W23","Serbia","Males","Number","960"
"2019W23","Serbia","Females","Number","985"
"2019W23","Andorra","Total","Number","7"
"2019W23","Andorra","Males","Number","4"
"2019W23","Andorra","Females","Number","3"
"2019W23","Armenia","Total","Number","486"
"2019W23","Armenia","Males","Number","222"
"2019W23","Armenia","Females","Number","264"
"2019W23","Georgia","Total","Number","901"
"2019W23","Georgia","Males","Number","440"
"2019W23","Georgia","Females","Number","461"
"2019W24","Belgium","Total","Number","1 847"
"2019W24","Belgium","Males","Number","888"
"2019W24","Belgium","Females","Number","959"
"2019W24","Bulgaria","Total","Number","1 994"
"2019W24","Bulgaria","Males","Number","974"
"2019W24","Bulgaria","Females","Number","1 020"
"2019W24","Czechia","Total","Number","2 145"
"2019W24","Czechia","Males","Number","1 084"
"2019W24","Czechia","Females","Number","1 061"
"2019W24","Denmark","Total","Number","969"
"2019W24","Denmark","Males","Number","468"
"2019W24","Denmark","Females","Number","501"
"2019W24","Germany (until 1990 former territory of the FRG)","Total","Number","16 484"
"2019W24","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2019W24","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2019W24","Estonia","Total","Number","257"
"2019W24","Estonia","Males","Number","115"
"2019W24","Estonia","Females","Number","142"
"2019W24","Greece","Total","Number","2 546"
"2019W24","Greece","Males","Number","1 255"
"2019W24","Greece","Females","Number","1 291"
"2019W24","Spain","Total","Number","7 016"
"2019W24","Spain","Males","Number","3 473"
"2019W24","Spain","Females","Number","3 543"
"2019W24","France","Total","Number","10 574"
"2019W24","France","Males","Number","5 277"
"2019W24","France","Females","Number","5 297"
"2019W24","Croatia","Total","Number","1 040"
"2019W24","Croatia","Males","Number","480"
"2019W24","Croatia","Females","Number","560"
"2019W24","Italy","Total","Number","11 982"
"2019W24","Italy","Males","Number","5 664"
"2019W24","Italy","Females","Number","6 318"
"2019W24","Cyprus","Total","Number","102"
"2019W24","Cyprus","Males","Number","63"
"2019W24","Cyprus","Females","Number","39"
"2019W24","Latvia","Total","Number","488"
"2019W24","Latvia","Males","Number","244"
"2019W24","Latvia","Females","Number","244"
"2019W24","Lithuania","Total","Number","763"
"2019W24","Lithuania","Males","Number","362"
"2019W24","Lithuania","Females","Number","401"
"2019W24","Luxembourg","Total","Number","67"
"2019W24","Luxembourg","Males","Number","36"
"2019W24","Luxembourg","Females","Number","31"
"2019W24","Hungary","Total","Number","2 623"
"2019W24","Hungary","Males","Number","1 265"
"2019W24","Hungary","Females","Number","1 358"
"2019W24","Malta","Total","Number","74"
"2019W24","Malta","Males","Number","36"
"2019W24","Malta","Females","Number","38"
"2019W24","Netherlands","Total","Number","2 649"
"2019W24","Netherlands","Males","Number","1 338"
"2019W24","Netherlands","Females","Number","1 311"
"2019W24","Austria","Total","Number","1 558"
"2019W24","Austria","Males","Number","788"
"2019W24","Austria","Females","Number","770"
"2019W24","Poland","Total","Number","8 240"
"2019W24","Poland","Males","Number","4 198"
"2019W24","Poland","Females","Number","4 042"
"2019W24","Portugal","Total","Number","1 873"
"2019W24","Portugal","Males","Number","956"
"2019W24","Portugal","Females","Number","917"
"2019W24","Romania","Total","Number","4 937"
"2019W24","Romania","Males","Number","2 544"
"2019W24","Romania","Females","Number","2 393"
"2019W24","Slovenia","Total","Number","345"
"2019W24","Slovenia","Males","Number","170"
"2019W24","Slovenia","Females","Number","175"
"2019W24","Slovakia","Total","Number","1 086"
"2019W24","Slovakia","Males","Number","561"
"2019W24","Slovakia","Females","Number","525"
"2019W24","Finland","Total","Number","933"
"2019W24","Finland","Males","Number","500"
"2019W24","Finland","Females","Number","433"
"2019W24","Sweden","Total","Number","1 444"
"2019W24","Sweden","Males","Number","729"
"2019W24","Sweden","Females","Number","715"
"2019W24","United Kingdom","Total","Number","10 729"
"2019W24","United Kingdom","Males","Number","5 399"
"2019W24","United Kingdom","Females","Number","5 330"
"2019W24","Iceland","Total","Number","42"
"2019W24","Iceland","Males","Number","17"
"2019W24","Iceland","Females","Number","25"
"2019W24","Liechtenstein","Total","Number","7"
"2019W24","Liechtenstein","Males","Number","3"
"2019W24","Liechtenstein","Females","Number","4"
"2019W24","Norway","Total","Number","736"
"2019W24","Norway","Males","Number","338"
"2019W24","Norway","Females","Number","398"
"2019W24","Switzerland","Total","Number","1 171"
"2019W24","Switzerland","Males","Number","589"
"2019W24","Switzerland","Females","Number","582"
"2019W24","Montenegro","Total","Number","134"
"2019W24","Montenegro","Males","Number","62"
"2019W24","Montenegro","Females","Number","72"
"2019W24","Albania","Total","Number","443"
"2019W24","Albania","Males","Number","236"
"2019W24","Albania","Females","Number","207"
"2019W24","Serbia","Total","Number","1 977"
"2019W24","Serbia","Males","Number","1 019"
"2019W24","Serbia","Females","Number","958"
"2019W24","Andorra","Total","Number","6"
"2019W24","Andorra","Males","Number","1"
"2019W24","Andorra","Females","Number","5"
"2019W24","Armenia","Total","Number","441"
"2019W24","Armenia","Males","Number","234"
"2019W24","Armenia","Females","Number","207"
"2019W24","Georgia","Total","Number","853"
"2019W24","Georgia","Males","Number","462"
"2019W24","Georgia","Females","Number","391"
"2019W25","Belgium","Total","Number","1 913"
"2019W25","Belgium","Males","Number","936"
"2019W25","Belgium","Females","Number","977"
"2019W25","Bulgaria","Total","Number","2 026"
"2019W25","Bulgaria","Males","Number","1 067"
"2019W25","Bulgaria","Females","Number","959"
"2019W25","Czechia","Total","Number","1 980"
"2019W25","Czechia","Males","Number","1 041"
"2019W25","Czechia","Females","Number","939"
"2019W25","Denmark","Total","Number","1 015"
"2019W25","Denmark","Males","Number","519"
"2019W25","Denmark","Females","Number","496"
"2019W25","Germany (until 1990 former territory of the FRG)","Total","Number","16 639"
"2019W25","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2019W25","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2019W25","Estonia","Total","Number","281"
"2019W25","Estonia","Males","Number","120"
"2019W25","Estonia","Females","Number","161"
"2019W25","Greece","Total","Number","2 376"
"2019W25","Greece","Males","Number","1 209"
"2019W25","Greece","Females","Number","1 167"
"2019W25","Spain","Total","Number","7 404"
"2019W25","Spain","Males","Number","3 805"
"2019W25","Spain","Females","Number","3 599"
"2019W25","France","Total","Number","10 757"
"2019W25","France","Males","Number","5 411"
"2019W25","France","Females","Number","5 346"
"2019W25","Croatia","Total","Number","909"
"2019W25","Croatia","Males","Number","442"
"2019W25","Croatia","Females","Number","467"
"2019W25","Italy","Total","Number","11 375"
"2019W25","Italy","Males","Number","5 410"
"2019W25","Italy","Females","Number","5 965"
"2019W25","Cyprus","Total","Number","116"
"2019W25","Cyprus","Males","Number","69"
"2019W25","Cyprus","Females","Number","47"
"2019W25","Latvia","Total","Number","505"
"2019W25","Latvia","Males","Number","256"
"2019W25","Latvia","Females","Number","249"
"2019W25","Lithuania","Total","Number","660"
"2019W25","Lithuania","Males","Number","299"
"2019W25","Lithuania","Females","Number","361"
"2019W25","Luxembourg","Total","Number","63"
"2019W25","Luxembourg","Males","Number","26"
"2019W25","Luxembourg","Females","Number","37"
"2019W25","Hungary","Total","Number","2 217"
"2019W25","Hungary","Males","Number","1 129"
"2019W25","Hungary","Females","Number","1 088"
"2019W25","Malta","Total","Number","63"
"2019W25","Malta","Males","Number","36"
"2019W25","Malta","Females","Number","27"
"2019W25","Netherlands","Total","Number","2 696"
"2019W25","Netherlands","Males","Number","1 358"
"2019W25","Netherlands","Females","Number","1 338"
"2019W25","Austria","Total","Number","1 427"
"2019W25","Austria","Males","Number","704"
"2019W25","Austria","Females","Number","723"
"2019W25","Poland","Total","Number","7 183"
"2019W25","Poland","Males","Number","3 804"
"2019W25","Poland","Females","Number","3 379"
"2019W25","Portugal","Total","Number","1 916"
"2019W25","Portugal","Males","Number","962"
"2019W25","Portugal","Females","Number","954"
"2019W25","Romania","Total","Number","4 919"
"2019W25","Romania","Males","Number","2 632"
"2019W25","Romania","Females","Number","2 287"
"2019W25","Slovenia","Total","Number","367"
"2019W25","Slovenia","Males","Number","180"
"2019W25","Slovenia","Females","Number","187"
"2019W25","Slovakia","Total","Number","996"
"2019W25","Slovakia","Males","Number","527"
"2019W25","Slovakia","Females","Number","469"
"2019W25","Finland","Total","Number","962"
"2019W25","Finland","Males","Number","473"
"2019W25","Finland","Females","Number","489"
"2019W25","Sweden","Total","Number","1 526"
"2019W25","Sweden","Males","Number","747"
"2019W25","Sweden","Females","Number","779"
"2019W25","United Kingdom","Total","Number","10 779"
"2019W25","United Kingdom","Males","Number","5 420"
"2019W25","United Kingdom","Females","Number","5 359"
"2019W25","Iceland","Total","Number","39"
"2019W25","Iceland","Males","Number","20"
"2019W25","Iceland","Females","Number","19"
"2019W25","Liechtenstein","Total","Number","1"
"2019W25","Liechtenstein","Males","Number","1"
"2019W25","Liechtenstein","Females","Number","0"
"2019W25","Norway","Total","Number","724"
"2019W25","Norway","Males","Number","392"
"2019W25","Norway","Females","Number","332"
"2019W25","Switzerland","Total","Number","1 210"
"2019W25","Switzerland","Males","Number","597"
"2019W25","Switzerland","Females","Number","613"
"2019W25","Montenegro","Total","Number","126"
"2019W25","Montenegro","Males","Number","70"
"2019W25","Montenegro","Females","Number","56"
"2019W25","Albania","Total","Number","419"
"2019W25","Albania","Males","Number","223"
"2019W25","Albania","Females","Number","196"
"2019W25","Serbia","Total","Number","1 814"
"2019W25","Serbia","Males","Number","890"
"2019W25","Serbia","Females","Number","924"
"2019W25","Andorra","Total","Number","4"
"2019W25","Andorra","Males","Number","1"
"2019W25","Andorra","Females","Number","3"
"2019W25","Armenia","Total","Number","462"
"2019W25","Armenia","Males","Number","243"
"2019W25","Armenia","Females","Number","219"
"2019W25","Georgia","Total","Number","847"
"2019W25","Georgia","Males","Number","435"
"2019W25","Georgia","Females","Number","412"
"2019W26","Belgium","Total","Number","1 980"
"2019W26","Belgium","Males","Number","988"
"2019W26","Belgium","Females","Number","992"
"2019W26","Bulgaria","Total","Number","1 908"
"2019W26","Bulgaria","Males","Number","978"
"2019W26","Bulgaria","Females","Number","930"
"2019W26","Czechia","Total","Number","2 067"
"2019W26","Czechia","Males","Number","1 031"
"2019W26","Czechia","Females","Number","1 036"
"2019W26","Denmark","Total","Number","1 002"
"2019W26","Denmark","Males","Number","509"
"2019W26","Denmark","Females","Number","493"
"2019W26","Germany (until 1990 former territory of the FRG)","Total","Number","17 918"
"2019W26","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2019W26","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2019W26","Estonia","Total","Number","279"
"2019W26","Estonia","Males","Number","124"
"2019W26","Estonia","Females","Number","155"
"2019W26","Greece","Total","Number","2 419"
"2019W26","Greece","Males","Number","1 198"
"2019W26","Greece","Females","Number","1 221"
"2019W26","Spain","Total","Number","7 570"
"2019W26","Spain","Males","Number","3 905"
"2019W26","Spain","Females","Number","3 665"
"2019W26","France","Total","Number","11 403"
"2019W26","France","Males","Number","5 780"
"2019W26","France","Females","Number","5 623"
"2019W26","Croatia","Total","Number","960"
"2019W26","Croatia","Males","Number","488"
"2019W26","Croatia","Females","Number","472"
"2019W26","Italy","Total","Number","12 667"
"2019W26","Italy","Males","Number","5 917"
"2019W26","Italy","Females","Number","6 750"
"2019W26","Cyprus","Total","Number","99"
"2019W26","Cyprus","Males","Number","62"
"2019W26","Cyprus","Females","Number","37"
"2019W26","Latvia","Total","Number","469"
"2019W26","Latvia","Males","Number","228"
"2019W26","Latvia","Females","Number","241"
"2019W26","Lithuania","Total","Number","746"
"2019W26","Lithuania","Males","Number","371"
"2019W26","Lithuania","Females","Number","375"
"2019W26","Luxembourg","Total","Number","92"
"2019W26","Luxembourg","Males","Number","47"
"2019W26","Luxembourg","Females","Number","45"
"2019W26","Hungary","Total","Number","2 247"
"2019W26","Hungary","Males","Number","1 123"
"2019W26","Hungary","Females","Number","1 124"
"2019W26","Malta","Total","Number","72"
"2019W26","Malta","Males","Number","39"
"2019W26","Malta","Females","Number","33"
"2019W26","Netherlands","Total","Number","2 836"
"2019W26","Netherlands","Males","Number","1 403"
"2019W26","Netherlands","Females","Number","1 433"
"2019W26","Austria","Total","Number","1 459"
"2019W26","Austria","Males","Number","727"
"2019W26","Austria","Females","Number","732"
"2019W26","Poland","Total","Number","7 352"
"2019W26","Poland","Males","Number","3 811"
"2019W26","Poland","Females","Number","3 541"
"2019W26","Portugal","Total","Number","1 919"
"2019W26","Portugal","Males","Number","975"
"2019W26","Portugal","Females","Number","944"
"2019W26","Romania","Total","Number","4 671"
"2019W26","Romania","Males","Number","2 489"
"2019W26","Romania","Females","Number","2 182"
"2019W26","Slovenia","Total","Number","331"
"2019W26","Slovenia","Males","Number","148"
"2019W26","Slovenia","Females","Number","183"
"2019W26","Slovakia","Total","Number","924"
"2019W26","Slovakia","Males","Number","484"
"2019W26","Slovakia","Females","Number","440"
"2019W26","Finland","Total","Number","895"
"2019W26","Finland","Males","Number","457"
"2019W26","Finland","Females","Number","438"
"2019W26","Sweden","Total","Number","1 512"
"2019W26","Sweden","Males","Number","737"
"2019W26","Sweden","Females","Number","775"
"2019W26","United Kingdom","Total","Number","10 788"
"2019W26","United Kingdom","Males","Number","5 552"
"2019W26","United Kingdom","Females","Number","5 236"
"2019W26","Iceland","Total","Number","60"
"2019W26","Iceland","Males","Number","31"
"2019W26","Iceland","Females","Number","29"
"2019W26","Liechtenstein","Total","Number","5"
"2019W26","Liechtenstein","Males","Number","2"
"2019W26","Liechtenstein","Females","Number","3"
"2019W26","Norway","Total","Number","767"
"2019W26","Norway","Males","Number","386"
"2019W26","Norway","Females","Number","381"
"2019W26","Switzerland","Total","Number","1 243"
"2019W26","Switzerland","Males","Number","636"
"2019W26","Switzerland","Females","Number","607"
"2019W26","Montenegro","Total","Number","131"
"2019W26","Montenegro","Males","Number","69"
"2019W26","Montenegro","Females","Number","62"
"2019W26","Albania","Total","Number","391"
"2019W26","Albania","Males","Number","202"
"2019W26","Albania","Females","Number","189"
"2019W26","Serbia","Total","Number","1 799"
"2019W26","Serbia","Males","Number","901"
"2019W26","Serbia","Females","Number","898"
"2019W26","Andorra","Total","Number","5"
"2019W26","Andorra","Males","Number","1"
"2019W26","Andorra","Females","Number","4"
"2019W26","Armenia","Total","Number","497"
"2019W26","Armenia","Males","Number","235"
"2019W26","Armenia","Females","Number","262"
"2019W26","Georgia","Total","Number","832"
"2019W26","Georgia","Males","Number","407"
"2019W26","Georgia","Females","Number","425"
"2019W27","Belgium","Total","Number","1 935"
"2019W27","Belgium","Males","Number","976"
"2019W27","Belgium","Females","Number","959"
"2019W27","Bulgaria","Total","Number","1 954"
"2019W27","Bulgaria","Males","Number","1 024"
"2019W27","Bulgaria","Females","Number","930"
"2019W27","Czechia","Total","Number","2 046"
"2019W27","Czechia","Males","Number","1 049"
"2019W27","Czechia","Females","Number","997"
"2019W27","Denmark","Total","Number","935"
"2019W27","Denmark","Males","Number","459"
"2019W27","Denmark","Females","Number","476"
"2019W27","Germany (until 1990 former territory of the FRG)","Total","Number","16 552"
"2019W27","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2019W27","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2019W27","Estonia","Total","Number","263"
"2019W27","Estonia","Males","Number","125"
"2019W27","Estonia","Females","Number","138"
